user_id,isbn,book_rating
276822,0439087597,0
276822,0439401399,6
276822,0689804458,8
276822,0786812508,9
276822,0786817070,10
276822,0805057706,10
276822,1551925060,8
276822,1573248533,10
276828,0385272324,0
276828,2038701962,0
276828,2070264564,0
276828,2070334430,0
276828,2070403734,0
276828,2080680676,0
276828,2232122263,0
276828,2253044903,0
276828,2253150711,7
276828,2266076000,0
276828,2277221678,0
276828,2290321028,0
276828,2842190009,0
276830,0440225825,9
276832,0316781266,0
276832,0345446860,5
276833,0671876244,0
276835,3125785006,10
276837,0380005239,5
276838,1593080255,0
276840,0385729340,0
276847,0446364193,0
276847,3379015180,0
276847,3404145909,8
276847,3404148576,8
276847,3404921178,7
276847,3423071516,10
276847,3423204885,0
276847,3423205806,0
276847,3426622610,0
276847,3426671298,8
276847,344215121X,9
276847,3442413508,10
276847,3442422035,9
276847,3442435773,8
276847,3442437717,7
276847,3442441080,10
276847,3442442796,0
276847,3442444020,8
276847,3442446414,10
276847,3442448530,7
276847,3442449820,9
276847,3453137442,6
276847,3453870190,0
276847,347354034X,7
276847,3492231322,9
276847,349912176X,0
276847,3499222213,7
276847,3499228297,6
276847,3499232529,0
276847,3499233436,0
276847,3499264528,0
276847,3499433443,8
276847,3506464078,10
276847,3548602967,0
276847,3551551677,10
276847,3551551685,10
276847,3551551693,10
276847,3551551936,10
276847,359621078X,9
276847,3608932240,7
276847,360893541X,10
276847,3608935428,10
276847,3608935436,10
276847,374661922X,0
276847,3770131495,0
276847,3809024589,8
276847,3821815191,10
276848,3442440777,0
276848,3453042905,0
276848,3453061187,0
276848,3453071174,0
276848,3453127013,0
276848,3453211014,0
276848,3596122279,0
276848,3922524443,0
276850,0449217264,7
276852,055321358X,0
276853,8420457477,1
276853,8448034023,7
276854,0671034944,5
276854,0843946415,0
276856,2010173929,0
276856,2012003494,0
276856,2013218826,0
276856,2013220162,0
276856,207033015X,0
276856,2203142278,0
276856,2205040561,0
276856,2253005274,0
276856,2723402983,0
276856,2800108584,0
276856,2800134259,0
276856,2800134267,0
276856,2803616998,0
276859,014014899X,0
276859,0140269967,0
276859,0140328742,0
276859,0140366830,0
276859,0140367446,0
276859,0425131378,0
276859,0517642689,7
276859,0600571165,0
276859,077104450X,8
276859,0789706032,8
276859,0836218833,10
276859,0836220889,10
276859,088365721X,9
276859,1559712252,6
276859,1567616089,8
276859,2890510328,0
276859,3257227264,0
276861,342313075X,0
276861,3423201509,10
276861,3446200452,8
276861,349223903X,6
276861,3499231603,9
276861,360893541X,9
276861,3608935428,9
276861,3608935436,9
276861,3886807843,8
276862,0345423402,0
276862,1569312435,9
276862,1892213141,8
276866,3257218516,3
276866,3404126343,8
276866,3404131606,0
276866,3404139178,9
276866,3404143299,7
276866,3404614542,0
276866,340645724X,3
276866,3426192543,5
276866,3426702266,0
276866,3442421357,0
276866,3442443806,4
276866,345309221X,8
276866,3453108361,7
276866,3453126912,0
276866,3453130901,5
276866,3453132262,0
276866,3596129389,0
276866,3596237874,0
276866,3596247500,0
276866,3809410357,5
276869,0345249372,0
276869,044020562X,0
276872,0425167097,8
276872,042518109X,8
276872,0425188221,7
276872,8571648972,10
276875,0688172377,0
276875,8804407808,6
276875,8806155873,0
276875,8807806746,0
276875,8807810751,7
276875,8817106100,6
276875,8831760122,0
276875,8833908488,4
276875,8838910987,8
276878,0449210197,6
276884,0151446474,0
276887,0064430227,5
276887,0671723650,0
276887,0812533550,9
276888,8806162160,6
276888,884590184X,0
276889,0446613843,0
276890,0140270272,0
276896,0440241537,10
276904,0375901582,10
276904,0439317746,5
276904,0440228840,10
276904,0440414121,10
276904,0738205737,5
276904,1566911605,0
276905,0060542845,8
276905,0449148831,5
276905,1551666308,0
276911,8420430943,8
276911,8420636282,9
276911,8432205311,9
276912,000225669X,6
276912,1852422580,0
276915,042513976X,7
276916,0441008291,8
276925,002542730X,10
276925,0060520507,0
276925,0060930934,0
276925,0060951303,0
276925,0140154078,6
276925,0140327592,0
276925,0140367616,0
276925,0141181222,0
276925,0151010633,0
276925,0192834312,0
276925,0194216748,5
276925,0240514866,0
276925,0316666343,0
276925,0345391810,0
276925,0375400699,0
276925,0385504209,8
276925,0439284031,0
276925,0439286239,0
276925,0449221148,0
276925,0451527747,0
276925,0486282112,0
276925,0486424499,0
276925,0553275283,8
276925,0582530431,9
276925,0590502123,0
276925,0595132189,0
276925,0613329740,0
276925,063403541X,6
276925,067172939X,0
276925,0671729438,0
276925,0671746502,0
276925,0679721851,0
276925,0679745580,0
276925,0691000980,0
276925,0747545111,0
276925,0749931434,0
276925,0754000117,0
276925,0804106304,0
276925,0812583566,0
276925,0843128240,0
276925,0879517344,0
276925,0971880107,0
276925,1400001625,0
276925,1400002672,8
276925,1853262404,0
276925,2061007074,0
276925,2266095536,0
276925,2290309494,0
276925,2742739351,0
276925,3522149904,0
276925,3775713328,0
276925,8401009421,0
276925,8401327199,0
276925,8401462231,0
276925,840149236X,5
276925,8408011200,0
276925,8420427462,0
276925,8420432113,5
276925,8420444367,9
276925,8420789895,0
276925,8423325105,0
276925,8423951537,0
276925,8423970647,0
276925,8423976645,8
276925,8426109799,8
276925,8427007450,0
276925,8429714936,0
276925,8432227706,0
276925,8440627203,0
276925,8440696833,0
276925,8445071572,0
276925,8449416078,0
276925,8472453723,0
276925,8475071163,0
276925,8478809783,0
276925,8482180088,0
276925,8483221306,0
276925,8489163499,0
276925,8495501090,0
276925,8495501198,0
276925,950491036X,10
276925,9508521481,0
276925,9871138016,0
276927,1899344705,5
276928,0439135494,0
276928,059030271X,5
276928,0590453661,0
276928,0590470108,7
276928,0590483404,0
276928,0671021354,10
276928,0671026283,10
276928,0671027506,10
276928,0671727109,0
276929,0060964049,0
276929,0380807343,0
276929,0439064864,0
276929,2020386666,0
276929,2020564777,6
276929,2020591944,0
276929,2070365832,0
276929,2070378411,0
276929,2070386023,5
276929,2070394956,5
276929,2070404587,10
276929,2070404722,0
276929,2070406962,0
276929,2070408450,0
276929,2070425770,0
276929,2070725804,0
276929,2080680692,0
276929,2226070109,0
276929,2226126570,0
276929,2226135022,0
276929,2253030570,8
276929,2253049417,0
276929,2253050407,0
276929,2253055972,0
276929,2253171670,8
276929,2253172367,8
276929,2264010991,5
276929,2264018194,3
276929,2264024674,5
276929,2264027568,5
276929,2264029463,0
276929,2264031158,6
276929,2264033282,0
276929,2266047280,7
276929,2266102028,0
276929,2266102621,10
276929,2266104535,2
276929,2266105698,8
276929,2266121367,0
276929,2277302228,0
276929,2290303488,0
276929,2290308285,0
276929,2290312924,0
276929,2290315524,0
276929,2290321559,0
276929,2742729038,0
276929,2743602295,5
276929,2841469824,0
276929,2842611462,3
276929,2868696627,0
276929,2869304129,7
276929,2869304560,5
276929,2869304870,0
276929,2869305583,6
276929,2895400644,0
276929,2907572121,0
276936,0749317256,0
276936,3453150538,0
276936,3492224628,0
276936,3492224768,6
276936,3596122279,5
276936,3596147700,3
276939,0060011939,0
276939,0140187758,0
276939,0316154601,0
276939,059035342X,0
276939,0971880107,0
276939,2070414256,7
276939,2070419657,7
276939,2253063339,9
276939,2253137243,9
276939,2253144452,9
276939,2253152072,9
276939,2264027134,0
276939,226612269X,9
276939,2290318329,0
276939,2702401694,9
276939,2878580753,10
276939,8408040383,0
276939,8423310353,8
276939,844140321X,0
276949,349202436X,8
276950,8807813858,0
276953,0140182551,8
276953,0446310786,10
276953,0886776783,7
276954,0971880107,0
276954,3257008155,0
276954,329300301X,0
276954,3423118709,10
276954,3442723078,0
276954,3492238882,0
276954,3499153629,0
276954,3502513333,0
276954,3502517371,0
276954,3794170180,0
276954,3808572612,0
276957,0312966970,6
276963,0340818182,0
276964,0061096261,0
276964,0312169817,6
276964,0312864590,0
276964,0345348664,0
276964,0345348672,10
276964,0345354621,10
276964,0345385764,0
276964,0345435036,10
276964,0385264356,10
276964,0425104273,9
276964,0425172546,0
276964,0440218667,5
276964,0440220602,9
276964,0446522856,0
276964,0451180054,0
276964,0451198514,0
276964,0515131520,6
276964,0517093715,0
276964,0553266306,0
276964,0684867621,8
276964,0765342987,0
276964,0812550153,5
276964,0812550307,10
276964,0843949163,8
276964,0886773741,7
276964,0886774802,8
276964,0886774829,8
276964,0886775426,9
276964,0886775957,10
276964,0886777178,7
276964,1572971835,0
276975,3499221489,0
276984,0345425596,0
276984,0590259970,9
276984,0590260251,9
276984,0590417827,0
276984,0590426702,10
276984,0590436422,9
276984,0590436449,9
276984,0590436457,0
276984,0590436465,9
276984,0590436481,9
276984,059043649X,9
276984,0590436503,0
276984,0590442589,10
276984,0590442988,0
276984,0590442996,10
276984,0590448234,9
276984,0590448595,9
276984,0590456458,0
276984,0590456504,9
276984,0590470485,9
276984,0590483056,0
276986,0060930187,10
276986,0375760911,10
276986,0689817851,10
276986,0874869870,10
276988,0061081450,7
276988,0061083259,7
276988,0061087017,7
276988,0061094404,8
276988,0312925689,0
276988,0671793489,8
276988,0684845768,0
276989,0312244266,0
276994,3100970616,10
276994,3257062354,8
276994,3257228317,0
276994,3423128879,4
276994,3423202327,6
276994,342677609X,5
276994,3442054753,0
276994,3442727073,9
276994,3453132041,4
276994,3478387507,2
276994,3492045170,7
276994,3492230814,6
276994,3499101505,0
276994,3545202461,9
276994,3548359698,6
276994,3550075359,6
276994,3596154766,2
276994,3596214629,8
276997,0671011367,0
276998,0618045996,8
276998,3822858617,7
277002,0864425589,6
277009,0452282101,9
277010,0671025368,0
277012,0553581112,9
277012,0805047379,5
277012,0892964456,10
277018,0373250223,7
277018,0451097009,7
277018,0451179994,8
277019,9681500830,0
277023,0553140779,6
277028,0425182150,10
277031,1883473004,8
277032,0061007129,8
277035,0061000027,0
277036,0812511816,9
277036,0833531654,0
277036,0880381736,9
277036,0880381744,10
277040,0722536283,0
277042,0060505885,0
277042,0061097101,0
277042,0299164942,0
277042,0312283709,8
277042,0312983271,0
277042,0380731851,0
277042,0446605484,7
277042,0446611212,8
277042,0451188454,0
277042,0451207955,7
277042,0609804138,9
277042,0671003755,0
277042,067104754X,0
277042,0743407067,0
277042,074343627X,8
277042,0786013230,0
277042,0812509560,0
277042,0971880107,2
277048,3426615355,7
277048,3442435838,0
277048,3442455707,0
277051,0075536498,8
277051,0099287692,6
277051,0330262130,10
277051,0385720920,10
277051,0393319296,0
277051,0553262505,7
277051,0805062971,0
277051,3257228007,0
277051,3442430496,9
277051,3453171500,7
277051,3464371506,3
277053,0590108395,6
277056,3442451353,7
277065,0816704627,4
277072,1573229571,9
277073,0060595183,0
277079,3499263998,4
277085,0434009407,8
277085,1841193887,8
277087,0375700668,0
277087,8420600369,7
277087,8423918335,6
277087,8426105084,9
277087,843223138X,8
277087,8437608570,6
277087,8440630921,9
277087,8470394126,5
277087,8472230082,5
277094,0064404773,10
277096,0064407667,7
277107,006054094X,8
277107,0375706038,10
277107,081297106X,10
277107,0843951826,5
277107,1400032628,8
277107,1585861553,4
277109,0066210151,0
277109,0385334141,5
277109,0425191184,5
277109,0751503894,5
277114,0385503822,0
277116,3548208975,8
277123,0399138684,0
277124,0425189864,9
277124,0440236053,9
277124,0440241073,9
277124,0553586122,5
277128,0140118608,8
277128,0552998249,0
277134,1586609726,6
277135,0865472807,8
277139,0312960344,8
277139,055358068X,0
277139,0792270142,0
277142,0688174590,0
277143,0061097101,0
277143,031286504X,10
277143,0345342968,9
277143,0345446860,0
277143,0375756981,0
277143,0553382411,0
277143,0671027662,0
277143,0767903382,8
277155,1558744592,0
277157,0060002484,0
277157,0060094117,0
277157,0312253397,0
277157,0312331754,7
277157,0312874243,0
277157,0312979517,5
277157,0316152196,0
277157,0316154059,5
277157,0316287555,0
277157,034541389X,0
277157,0345450175,6
277157,0345452550,7
277157,0375727981,5
277157,0380731851,0
277157,0380975017,0
277157,0385305389,4
277157,0393045390,0
277157,0394543289,5
277157,0399135804,7
277157,0399138188,0
277157,0399141340,8
277157,0399146466,6
277157,0399146504,7
277157,0399146687,7
277157,0399147101,7
277157,0399147144,0
277157,0399147322,0
277157,0399147624,5
277157,0399148337,6
277157,0399148450,0
277157,0399148639,6
277157,0399148728,8
277157,0399149783,0
277157,0399150811,5
277157,0399150870,0
277157,0399151451,7
277157,0399151478,0
277157,039915177X,7
277157,0399151885,0
277157,0425183181,5
277157,0440111323,0
277157,0440122147,0
277157,0440221463,0
277157,0441005470,0
277157,0446519480,0
277157,0449221512,0
277157,055358295X,0
277157,0670894184,0
277157,0671024094,7
277157,0679450408,6
277157,0684801663,6
277157,0684846608,5
277157,0684871726,0
277157,0743201604,0
277157,074320607X,7
277157,0743407377,6
277157,0743486226,7
277157,0804109990,6
277157,0812571118,5
277157,0971880107,0
277165,8475251471,7
277168,0380724987,0
277168,0380726246,0
277168,0380816059,0
277168,0399139419,0
277168,0425175405,0
277168,0425182932,0
277168,0440225701,0
277168,0446602485,0
277168,0446603406,0
277168,0553095439,0
277168,0553227041,0
277168,0553263226,0
277168,0553295098,0
277168,0553564994,0
277168,067102423X,0
277168,0671032658,4
277168,0671653849,0
277168,0722509049,0
277168,0812500067,0
277168,0812516001,0
277168,0812568710,5
277168,0843921609,6
277168,0890875588,0
277168,1557730091,0
277168,1558172882,0
277170,0425178102,0
277170,0446609404,0
277170,0446610038,0
277170,0451178017,0
277170,0553211056,9
277170,0553285920,9
277170,0871312549,0
277171,0020259700,7
277171,0345404114,0
277171,0375724400,0
277171,0385422598,9
277171,0385479565,0
277171,0425156028,0
277171,0446362220,0
277171,0449130282,0
277171,0449213013,0
277171,0449213730,8
277171,0449224449,8
277171,0451173139,7
277171,0486282406,10
277171,0553299506,0
277171,0553575937,0
277171,0553580930,9
277171,0679737456,0
277171,0804102511,9
277171,080410946X,8
277171,0804114986,0
277171,0881503274,0
277179,0440414806,10
277179,0679767800,7
277180,0060527161,0
277180,0140244328,0
277183,0451198948,0
277186,0006543545,7
277186,0571176151,0
277187,0060390174,0
277187,0060976683,0
277187,0061043567,0
277187,006250794X,0
277187,0312977263,0
277187,038081093X,0
277187,038528859X,0
277187,0399141650,0
277187,0425144690,0
277187,0425147762,0
277187,0440224705,0
277187,0452269865,0
277187,0515115649,0
277187,0515129941,0
277187,0553249657,0
277187,0553281089,0
277187,0671042858,0
277187,0671782908,0
277187,0679425233,0
277187,0679433090,0
277187,0679745203,9
277187,0679767851,0
277187,0743223543,0
277187,0786701420,0
277187,0804106126,0
277187,080505622X,0
277187,0887307302,0
277187,1564141330,0
277187,1578630037,0
277187,1929590059,0
277188,0140254188,8
277188,0385510500,0
277188,0525945636,4
277188,0743422732,0
277188,0789401487,0
277189,074341232X,8
277195,0020847459,0
277195,0060196076,0
277195,0060391626,10
277195,0060502258,0
277195,0060908548,0
277195,0060911271,0
277195,0060914548,0
277195,0060960930,0
277195,0060987561,0
277195,0062500279,0
277195,0062500295,0
277195,006251170X,0
277195,015644450X,0
277195,0156799804,0
277195,031214816X,0
277195,0312204809,0
277195,031284879X,0
277195,0316666343,0
277195,0316734837,0
277195,0330332775,10
277195,0345353404,0
277195,0345384202,0
277195,0345413881,0
277195,0345459407,0
277195,0375406328,0
277195,0375724672,0
277195,037582233X,0
277195,0385149514,0
277195,0385423446,0
277195,0385475721,0
277195,0385483503,0
277195,0385729332,0
277195,0394569652,0
277195,0394726413,0
277195,0394757572,0
277195,0399142789,0
277195,042511774X,0
277195,0440174953,9
277195,0440214424,0
277195,0440236673,0
277195,0446604801,0
277195,0446605484,0
277195,0446606189,0
277195,0446606383,0
277195,0446609323,0
277195,0449134482,0
277195,0449223345,0
277195,0451195825,0
277195,051730984X,0
277195,0553251996,0
277195,055326611X,10
277195,0553268880,0
277195,0553273604,0
277195,0553347756,10
277195,0553379615,10
277195,0553572997,0
277195,0618093974,0
277195,0670869902,10
277195,0671010115,0
277195,0671021001,10
277195,0671256181,0
277195,0671510053,0
277195,0671647458,10
277195,0679435506,0
277195,0679455876,0
277195,0679459618,0
277195,0679723285,0
277195,0679741666,0
277195,0679745203,0
277195,0679746048,0
277195,0684804018,0
277195,0684807548,0
277195,0684841347,0
277195,0684859769,0
277195,0723216428,0
277195,0743458036,0
277195,0786862297,0
277195,0802115160,0
277195,0804107149,0
277195,080410946X,0
277195,0811801802,0
277195,0811826880,0
277195,0831771690,0
277195,0852072864,0
277195,0871313073,0
277195,088011861X,0
277195,0939149311,0
277195,1401300448,0
277195,1558743669,0
277195,1571740562,0
277195,1573220779,0
277195,1573221856,10
277195,1577311507,0
277195,158243011X,0
277195,1882897579,0
277196,0345397606,0
277196,0425034682,0
277196,0425184463,0
277196,0441694004,0
277196,0449209733,10
277196,0553271644,7
277196,0670820555,0
277196,0671446703,0
277196,0671749013,0
277196,0688171923,0
277196,0743205812,0
277196,0812521129,0
277196,0828002118,0
277197,0316969680,8
277197,0375703861,7
277197,0440225442,8
277197,0553271571,0
277197,0743206045,0
277197,0743229878,6
277203,030700645X,8
277203,0307127923,8
277203,0307302016,8
277203,0307302636,8
277203,0307987655,8
277203,0316563242,8
277203,0380600129,0
277203,0380702843,0
277203,0380710404,0
277203,039480001X,9
277203,0394800028,9
277203,0394800184,9
277203,039480029X,8
277203,039480967X,8
277203,0394925696,8
277203,0439083702,8
277203,0439213592,8
277203,0439242363,6
277203,0439449316,9
277203,0590386522,8
277203,0590402218,9
277203,0590404342,8
277203,0590442619,9
277203,0590442791,9
277203,0590442805,9
277203,0590442899,9
277203,059044297X,9
277203,059046602X,8
277203,0590466577,7
277203,059053744X,0
277203,0590629719,10
277203,0590921622,9
277203,0590965492,8
277203,0689845405,7
277203,0689847564,8
277203,0717283194,8
277203,0717283208,8
277203,0717283275,8
277203,0717283364,8
277203,0717283372,8
277203,0717284832,8
277203,0717284972,8
277203,0717287017,8
277203,0717287106,8
277203,0721452728,7
277203,0736401113,8
277203,0761406158,8
277203,0769600239,7
277203,087701759X,10
277203,0895777010,7
277203,1561452718,9
277203,1562826468,9
277203,2764104936,9
277205,0671664964,7
277212,044023722X,8
277220,0671015648,7
277228,0061044636,6
277228,0385239165,0
277228,0884946169,0
277228,0884948706,8
277229,0312282990,7
277230,0060613998,6
277230,037541309X,7
277230,0826308791,5
277231,014023313X,0
277235,014029628X,6
277235,0375703861,10
277235,0425188175,7
277237,038550926X,7
277240,0440772109,3
277242,0812514440,5
277243,0449005909,8
277244,0345443284,0
277244,0395742803,0
277244,0425128164,0
277244,055347782X,8
277244,0670401765,0
277244,0670637823,10
277244,1585671312,8
277245,0316601950,0
277246,0452282152,10
277253,0380807343,9
277256,0397314728,9
277257,0345422384,8
277261,0440241073,7
277262,0395760704,5
277265,0615116426,10
277269,1555037763,6
277271,0618134298,8
277272,0060591706,0
277272,0375708049,7
277272,0552998486,0
277272,9722100718,0
277272,9722509713,0
277272,9726101794,4
277274,1887128441,8
277281,0062501860,9
277284,0553581929,7
277285,0806523794,9
277288,0425154092,0
277291,0671738232,10
277292,1551668726,8
277293,0380721643,4
277314,0446360716,6
277315,0060173289,8
277315,0060976845,5
277317,1561840564,9
277330,0441478123,0
277338,3746614007,0
277340,0385482051,0
277340,0385494084,0
277340,0767902076,0
277341,084230052X,9
277343,3257204817,8
277348,0446363073,7
277351,3518119249,0
277351,3596200547,5
277351,3716020028,5
277351,3717581546,7
277351,3803120624,6
277353,0739417096,8
277359,1591820537,4
277359,1931514615,0
277363,0060393823,1
277363,0156027321,8
277363,0312187335,0
277363,0929264215,5
277364,0061011509,5
277364,0553576801,5
277367,0312276885,10
277374,0671521705,7
277375,3548603203,0
277378,0006485294,0
277378,0060164662,0
277378,0134342283,0
277378,0138030405,0
277378,013838939X,0
277378,0140003185,0
277378,0140008217,0
277378,0140017852,0
277378,0140058605,6
277378,0140089128,0
277378,0140096825,0
277378,0140253874,0
277378,0192827588,8
277378,0312195516,7
277378,0345315642,0
277378,0380490986,0
277378,0380731851,0
277378,0385474016,0
277378,0425176673,0
277378,0435270613,0
277378,0446322180,0
277378,0446608955,4
277378,0451137965,0
277378,0553213296,0
277378,0553262807,0
277378,0553279378,0
277378,0553371835,0
277378,0586056572,0
277378,0670892963,7
277378,0670894494,0
277378,0671028375,0
277378,0671646575,6
277378,0671683993,0
277378,0679741879,0
277378,0684872153,0
277378,0684872730,0
277378,0689817851,0
277378,0713911131,0
277378,0767906373,0
277378,0770418686,0
277378,0770420451,0
277378,0770502466,0
277378,0786881348,0
277378,0804103658,0
277378,0804109729,0
277378,0804114986,5
277378,0812507452,4
277378,0812515560,5
277378,0812515595,4
277378,0812590554,0
277378,0941483711,0
277378,0971880107,0
277379,3453156366,6
277379,3499223066,0
277380,1558509828,5
277388,342670272X,0
277389,2253141860,4
277397,0399140751,8
277400,8880891766,0
277402,051511605X,6
277405,0590477404,0
277408,0312253435,0
277411,044023722X,0
277413,0316666343,0
277413,0345416422,0
277424,0060170166,8
277427,002542730X,10
277427,0026217457,0
277427,003008685X,8
277427,0030615321,0
277427,0060002050,0
277427,0060006641,10
277427,0060159685,0
277427,0060177721,0
277427,0060192704,0
277427,0060542128,7
277427,0060913509,0
277427,0060929197,0
277427,006092988X,0
277427,0060930535,0
277427,0060932139,0
277427,0060934417,0
277427,0060951605,0
277427,0061004251,0
277427,0061009059,9
277427,0061030430,0
277427,0062505319,0
277427,0062507109,8
277427,0062735098,0
277427,0064400859,0
277427,006440188X,0
277427,0064636143,0
277427,0132220598,8
277427,0140067477,0
277427,0140067841,0
277427,0140086838,0
277427,0140185151,0
277427,0140283374,6
277427,014029628X,0
277427,014039026X,8
277427,0140390715,7
277427,0140621792,0
277427,014100018X,0
277427,0141439742,8
277427,0142001740,0
277427,015200405X,0
277427,0152050167,10
277427,0156000024,0
277427,0195009428,0
277427,0195283554,0
277427,0201000822,10
277427,0310205719,0
277427,0310221498,0
277427,0310268001,0
277427,0310396514,0
277427,0310435706,10
277427,0310803063,0
277427,0312302487,0
277427,0312944691,8
277427,0312950934,0
277427,0312961006,0
277427,0312965966,0
277427,0312966091,0
277427,031298328X,0
277427,0316037451,0
277427,0316096199,0
277427,0316168688,0
277427,0316284955,0
277427,0316569321,0
277427,0316602051,0
277427,0316666343,0
277427,0316776963,8
277427,0316777730,0
277427,0330234471,0
277427,0345285859,0
277427,0345288068,0
277427,0345311396,0
277427,0345327772,0
277427,0345331966,0
277427,0345334019,0
277427,0345338545,0
277427,0345339681,0
277427,0345347226,0
277427,0345361792,0
277427,0345362632,0
277427,0345373561,0
277427,0345404769,0
277427,0345404777,0
277427,0345404785,0
277427,0345408039,0
277427,0345412214,0
277427,0345413903,10
277427,0345419707,0
277427,0345436911,0
277427,0373029519,0
277427,0373032811,0
277427,0373033052,0
277427,0373263694,0
277427,0373482620,0
277427,0373484232,0
277427,0373705115,0
277427,0374199698,0
277427,0375408886,9
277427,0375415491,0
277427,0375700129,0
277427,0375703764,0
277427,0375726659,0
277427,0375727132,0
277427,0375751513,9
277427,0376012161,0
277427,0376034750,0
277427,0380600129,0
277427,0380702843,8
277427,0380707551,0
277427,0380710218,0
277427,0380713292,0
277427,0380718332,0
277427,0380718758,0
277427,0380791978,9
277427,038081904X,9
277427,0380820048,0
277427,038082339X,0
277427,0380846578,0
277427,0380897822,0
277427,0385261861,0
277427,0385323816,0
277427,0385424736,9
277427,0385482388,0
277427,0385484518,0
277427,0385486804,9
277427,038548951X,0
277427,0385503857,9
277427,0385504209,8
277427,0393039242,0
277427,039304016X,8
277427,039447970X,0
277427,0394556968,0
277427,0394706528,0
277427,0394731220,0
277427,0394738136,7
277427,0394862147,7
277427,0395611571,0
277427,0395936136,0
277427,0399132678,0
277427,0399144463,0
277427,0399145990,0
277427,0399148442,0
277427,0399149562,7
277427,0399225064,10
277427,0399501487,9
277427,0399526145,0
277427,0425047962,8
277427,042507448X,0
277427,0425087859,0
277427,0425104273,0
277427,0425104338,9
277427,0425107469,0
277427,0425113884,0
277427,0425115801,0
277427,0425116840,8
277427,0425121631,0
277427,0425125467,0
277427,0425131769,0
277427,0425133516,9
277427,042514755X,0
277427,0425152898,0
277427,0425154092,0
277427,0425155943,0
277427,0425157466,0
277427,0425158616,0
277427,0425163865,0
277427,0425169871,0
277427,0425174271,0
277427,0425175405,0
277427,0425176088,0
277427,042518627X,0
277427,0425190749,7
277427,0439064872,0
277427,0439136369,0
277427,043936213X,0
277427,0440113423,0
277427,044011585X,0
277427,0440170796,0
277427,0440173922,0
277427,0440176484,0
277427,0440185327,5
277427,0440193613,0
277427,0440201071,0
277427,0440205506,0
277427,0440208459,0
277427,0440210690,0
277427,0440213320,0
277427,0440213991,0
277427,0440217466,0
277427,0440221501,0
277427,0440224764,7
277427,0440225450,0
277427,0440225701,0
277427,0440236061,8
277427,0440236703,0
277427,0440236738,9
277427,0440241073,0
277427,0440419468,0
277427,0440428130,8
277427,0440506832,0
277427,0441002455,0
277427,0441172717,0
277427,0441627404,10
277427,0446311677,5
277427,0446325503,8
277427,0446350982,9
277427,0446522384,8
277427,0446600415,10
277427,0446602620,0
277427,0446603716,0
277427,0446604801,0
277427,0446607193,0
277427,0446608009,0
277427,0446608890,10
277427,0446609048,0
277427,0446611212,0
277427,0446676640,8
277427,0446677507,0
277427,0449221482,0
277427,0449221504,0
277427,0449222470,0
277427,0449224813,0
277427,044922502X,0
277427,0449231992,0
277427,0451113357,0
277427,0451141083,0
277427,0451166000,0
277427,0451169522,0
277427,0451177096,0
277427,0451180739,8
277427,0451184742,0
277427,0451191153,8
277427,0451202503,0
277427,0451203593,10
277427,0451404025,0
277427,0451526562,0
277427,0452283736,0
277427,0452284449,6
277427,0471018732,10
277427,0486406644,0
277427,0486424634,0
277427,0515128015,0
277427,0515128600,0
277427,0515130923,0
277427,0515132020,0
277427,0515133302,0
277427,0517294559,0
277427,0517559501,0
